층,A,관계,B,방향,조건,조건극성,부호,무게,등급,표본,출처수,교차확인,왜,사슬,근거,대주제A,대주제B,간선id
"L2밀착","정재","밀착","천간합","양방향","","","","0.5","중","40","9","","발현만","재성 일반 ─롤업→ 정재 · 재성 일반 ─육친→ 배우자 · 병화(丙) ─발현→ 배우자 · 천간합 ─구성→ 병화(丙)","같은 문단 40회 · 우연 대비 3.6배 · 서로 다른 출처 9곳","S05 십성·육친","S04 합충형파해","N-cf2f7724"
"L2밀착","정재","밀착","희신","양방향","","","","0.5","중","15","3","","분류경로","재성 일반 ─롤업→ 정재 · 용신 확정법 ─절차→ 재성 일반 · 용신 확정법 ─산출→ 희신","같은 문단 15회 · 우연 대비 3.2배 · 서로 다른 출처 3곳","S05 십성·육친","S09 용신","N-454866b4"
"L2밀착","정재","밀착","합화","양방향","","","","0.5","중","21","5","","발현만","재성 일반 ─롤업→ 정재 · 재성 일반 ─육친→ 배우자 · 토(土) ─발현→ 배우자 · 합화 ─귀결→ 토(土)","같은 문단 21회 · 우연 대비 3.2배 · 서로 다른 출처 5곳","S05 십성·육친","S04 합충형파해","N-f2362354"
"L2밀착","정재","밀착","좋다·나쁘다 배격","양방향","","","","0.5","중","20","6","","낭설후보","","같은 문단 20회 · 우연 대비 3.0배 · 서로 다른 출처 6곳","S05 십성·육친","S11 상담론·화법·윤리","N-9a49c1fb"
"L2밀착","정재","밀착","화개","양방향","","","","0.5","중","9","3","","발현만","재성 일반 ─롤업→ 정재 · 재성 일반 ─발현→ 관계·결혼 · 술토(戌) ─발현→ 관계·결혼 · 화개 ─산출→ 술토(戌)","같은 문단 9회 · 우연 대비 2.7배 · 서로 다른 출처 3곳","S05 십성·육친","S06 신살","N-a0b42d4a"
"L2밀착","정화(丁)","밀착","투간·투출","양방향","","","","0.5","중","157","10","","발현만","천간(총칭) ─롤업→ 정화(丁) · 투간·투출 ─귀결→ 천간(총칭)","같은 문단 157회 · 우연 대비 2.6배 · 서로 다른 출처 10곳","S02 천간","S03 지지·지장간","N-8057f6a2"
"L2밀착","정화(丁)","밀착","지장간","양방향","","","","0.5","중","708","12","","분류경로","오화(午) ─지장간→ 정화(丁) · 지장간 ─구성→ 오화(午)","같은 문단 708회 · 우연 대비 2.6배 · 서로 다른 출처 12곳","S02 천간","S03 지지·지장간","N-6f6e1f82"
"L2밀착","정화(丁)","밀착","축토(丑)","양방향","","","","0.5","중","362","14","","작용까지","정화(丁) ─생→ 기토(己) · 축토(丑) ─지장간→ 기토(己)","같은 문단 362회 · 우연 대비 2.6배 · 서로 다른 출처 14곳","S02 천간","S03 지지·지장간","N-f9bf14a8"
"L2밀착","제살·합살","밀착","편인","양방향","","","","0.5","중","60","7","","분류경로","제살·합살 ─구성→ 인성 일반 · 인성 일반 ─롤업→ 편인","같은 문단 60회 · 우연 대비 2.7배 · 서로 다른 출처 7곳","S05 십성·육친","S05 십성·육친","N-b7752a23"
"L2밀착","제살·합살","밀착","합화","양방향","","","","0.5","중","10","5","","발현만","상극 ─적용→ 제살·합살 · 상극 ─구성→ 목(木) · 합화 ─귀결→ 목(木)","같은 문단 10회 · 우연 대비 2.8배 · 서로 다른 출처 5곳","S05 십성·육친","S04 합충형파해","N-10248ec5"
"L2밀착","제살·합살","밀착","좋다·나쁘다 배격","양방향","","","","0.5","중","10","5","","낭설후보","","같은 문단 10회 · 우연 대비 2.8배 · 서로 다른 출처 5곳","S05 십성·육친","S11 상담론·화법·윤리","N-3b157f99"
"L2밀착","제왕","밀착","투간·투출","양방향","","","","0.5","중","21","9","","분류경로","십이운성 자체 ─구성→ 제왕 · 십이운성 자체 ─적용→ 원국·명식 · 투간·투출 ─적용→ 원국·명식","같은 문단 21회 · 우연 대비 3.0배 · 서로 다른 출처 9곳","S07 십이운성","S03 지지·지장간","N-793e63e8"
"L2밀착","제왕","밀착","택일","양방향","","","","0.5","중","10","5","","낭설후보","","같은 문단 10회 · 우연 대비 8.7배 · 서로 다른 출처 5곳","S07 십이운성","S11 상담론·화법·윤리","N-96e20674"
"L2밀착","제왕","밀착","화개","양방향","","","","0.5","중","9","6","","작용까지","제왕 ─산출→ 묘목(卯) · 묘목(卯) ─극→ 축토(丑) · 화개 ─산출→ 축토(丑)","같은 문단 9회 · 우연 대비 3.3배 · 서로 다른 출처 6곳","S07 십이운성","S06 신살","N-2cb268ce"
"L2밀착","제왕","밀착","조후 균형","양방향","","","","0.5","중","8","5","","낭설후보","","같은 문단 8회 · 우연 대비 2.5배 · 서로 다른 출처 5곳","S07 십이운성","S08 강약·격국·구조","N-0c8dec28"
"L2밀착","조후 균형","밀착","지지(총칭)","양방향","","","","0.5","중","108","13","","낭설후보","","같은 문단 108회 · 우연 대비 2.5배 · 서로 다른 출처 13곳","S08 강약·격국·구조","S14 기본 골격어","N-65396266"
"L2밀착","조후 균형","밀착","통근","양방향","","","","0.5","중","14","7","","낭설후보","","같은 문단 14회 · 우연 대비 2.8배 · 서로 다른 출처 7곳","S08 강약·격국·구조","S03 지지·지장간","N-d78920a1"
"L2밀착","조후 균형","밀착","축토(丑)","양방향","","","","0.5","중","27","11","","낭설후보","","같은 문단 27회 · 우연 대비 3.1배 · 서로 다른 출처 11곳","S08 강약·격국·구조","S03 지지·지장간","N-6a8545c8"
"L2밀착","조후 균형","밀착","토(土)","양방향","","","","0.5","중","14","9","","낭설후보","","같은 문단 14회 · 우연 대비 3.8배 · 서로 다른 출처 9곳","S08 강약·격국·구조","S01 음양·오행","N-6594480b"
"L2밀착","조후 균형","밀착","천간(총칭)","양방향","","","","0.5","중","48","11","","낭설후보","","같은 문단 48회 · 우연 대비 3.1배 · 서로 다른 출처 11곳","S08 강약·격국·구조","S14 기본 골격어","N-15bda6e3"
"L2밀착","조후 균형","밀착","천간합","양방향","","","","0.5","중","13","7","","낭설후보","","같은 문단 13회 · 우연 대비 2.7배 · 서로 다른 출처 7곳","S08 강약·격국·구조","S04 합충형파해","N-d3076d30"
"L2밀착","조후 균형","밀착","합화","양방향","","","","0.5","중","9","6","","낭설후보","","같은 문단 9회 · 우연 대비 3.2배 · 서로 다른 출처 6곳","S08 강약·격국·구조","S04 합충형파해","N-fee607b8"
"L2밀착","조후 균형","밀착","희신","양방향","","","","0.5","중","10","5","","낭설후보","","같은 문단 10회 · 우연 대비 5.0배 · 서로 다른 출처 5곳","S08 강약·격국·구조","S09 용신","N-9f3ab122"
"L2밀착","조후 균형","밀착","화(火)","양방향","","","","0.5","중","49","12","","낭설후보","","같은 문단 49회 · 우연 대비 2.9배 · 서로 다른 출처 12곳","S08 강약·격국·구조","S01 음양·오행","N-0cd70ef9"
"L2밀착","조후 균형","밀착","중화","양방향","","","","0.5","중","11","6","","낭설후보","","같은 문단 11회 · 우연 대비 5.5배 · 서로 다른 출처 6곳","S08 강약·격국·구조","S08 강약·격국·구조","N-55f85861"
"L2밀착","조후용신","밀착","투간·투출","양방향","","","","0.5","중","8","3","","분류경로","용신(총칭) ─롤업→ 조후용신 · 통변 순서 ─산출→ 용신(총칭) · 통변 순서 ─산출→ 투간·투출","같은 문단 8회 · 우연 대비 7.8배 · 서로 다른 출처 3곳","S09 용신","S03 지지·지장간","N-16f52ec7"
"L2밀착","조후용신","밀착","천간(총칭)","양방향","","","","0.5","중","12","5","","발현만","용신(총칭) ─롤업→ 조후용신 · 통변 순서 ─산출→ 용신(총칭) · 통변 순서 ─산출→ 투간·투출 · 투간·투출 ─귀결→ 천간(총칭)","같은 문단 12회 · 우연 대비 2.9배 · 서로 다른 출처 5곳","S09 용신","S14 기본 골격어","N-ad32f8c3"
"L2밀착","조후용신","밀착","통관용신","양방향","","","","0.5","중","10","6","","분류경로","용신(총칭) ─롤업→ 조후용신 · 용신(총칭) ─롤업→ 통관용신","같은 문단 10회 · 우연 대비 44.3배 · 서로 다른 출처 6곳","S09 용신","S09 용신","N-91805ec8"
"L2밀착","조후용신","밀착","중화","양방향","","","","0.5","중","8","4","","낭설후보","","같은 문단 8회 · 우연 대비 14.5배 · 서로 다른 출처 4곳","S09 용신","S08 강약·격국·구조","N-640c2516"
"L2밀착","종격","밀착","통근","양방향","","","","0.5","중","11","5","","분류경로","격국 일반 ─롤업→ 종격 · 통변 순서 ─산출→ 격국 일반 · 통변 순서 ─산출→ 통근","같은 문단 11회 · 우연 대비 2.8배 · 서로 다른 출처 5곳","S08 강약·격국·구조","S03 지지·지장간","N-8bf473a1"
"L2밀착","종격","밀착","학업·시험","양방향","","","","0.5","중","24","5","","낭설후보","","같은 문단 24회 · 우연 대비 3.7배 · 서로 다른 출처 5곳","S08 강약·격국·구조","S15 발현·결과","N-fa99022b"
"L2밀착","종격","밀착","합화","양방향","","","","0.5","중","10","7","","분류경로","격국 일반 ─롤업→ 종격 · 통변 순서 ─산출→ 격국 일반 · 통변 순서 ─산출→ 세운(연운) · 세운(연운) ─적용→ 합화","같은 문단 10회 · 우연 대비 4.5배 · 서로 다른 출처 7곳","S08 강약·격국·구조","S04 합충형파해","N-cf1a6960"
"L2밀착","좋다·나쁘다 배격","밀착","투간·투출","양방향","","","","0.5","중","26","2","","낭설후보","","같은 문단 26회 · 우연 대비 4.1배 · 서로 다른 출처 2곳 (→출처2로 강등)","S11 상담론·화법·윤리","S03 지지·지장간","N-a0d21098"
"L2밀착","좋다·나쁘다 배격","밀착","편관(칠살)","양방향","","","","0.5","중","48","11","","낭설후보","","같은 문단 48회 · 우연 대비 2.6배 · 서로 다른 출처 11곳","S11 상담론·화법·윤리","S05 십성·육친","N-b09c492a"
"L2밀착","좋다·나쁘다 배격","밀착","천간(총칭)","양방향","","","","0.5","중","84","11","","낭설후보","","같은 문단 84회 · 우연 대비 3.2배 · 서로 다른 출처 11곳","S11 상담론·화법·윤리","S14 기본 골격어","N-6fded431"
"L2밀착","좋다·나쁘다 배격","밀착","편재","양방향","","","","0.5","중","29","6","","낭설후보","","같은 문단 29회 · 우연 대비 2.8배 · 서로 다른 출처 6곳","S11 상담론·화법·윤리","S05 십성·육친","N-c4d227f2"
"L2밀착","좋다·나쁘다 배격","밀착","천을귀인","양방향","","","","0.5","중","8","5","","낭설후보","","같은 문단 8회 · 우연 대비 5.3배 · 서로 다른 출처 5곳","S11 상담론·화법·윤리","S06 신살","N-69da2a2c"
"L2밀착","중화","밀착","투간·투출","양방향","","","","0.5","중","12","4","","발현만","점수론(110점) ─귀결→ 중화 · 점수론(110점) ─적용→ 원국·명식 · 투간·투출 ─적용→ 원국·명식","같은 문단 12회 · 우연 대비 2.7배 · 서로 다른 출처 4곳","S08 강약·격국·구조","S03 지지·지장간","N-508a7bf0"
"L2밀착","중화","밀착","화(火)","양방향","","","","0.5","중","55","10","","발현만","점수론(110점) ─귀결→ 중화 · 점수론(110점) ─적용→ 원국·명식 · 오행(총칭) ─적용→ 원국·명식 · 오행(총칭) ─롤업→ 화(火)","같은 문단 55회 · 우연 대비 2.7배 · 서로 다른 출처 10곳","S08 강약·격국·구조","S01 음양·오행","N-5306af6d"
"L2밀착","지장간","밀착","체용론","양방향","","","","0.5","중","14","2","","분류경로","지장간 ─구성→ 자수(子) · 체용론 ─구성→ 자수(子)","같은 문단 14회 · 우연 대비 3.1배 · 서로 다른 출처 2곳","S03 지지·지장간","S01 음양·오행","N-4e6ef717"
"L2밀착","지장간","밀착","천간의 뜻(이상·마음)","양방향","","","","0.5","중","9","5","","낭설후보","","같은 문단 9회 · 우연 대비 3.6배 · 서로 다른 출처 5곳","S03 지지·지장간","S02 천간","N-cf30650a"
"L2밀착","지장간","밀착","화(火)","양방향","","","","0.5","중","439","11","","분류경로","지장간 ─구성→ 사화(巳) · 사화(巳) ─소속→ 화(火)","같은 문단 439회 · 우연 대비 2.6배 · 서로 다른 출처 11곳","S03 지지·지장간","S01 음양·오행","N-227e2ab9"
"L2밀착","지지(총칭)","밀착","체용론","양방향","","","","0.5","중","42","7","","분류경로","지지(총칭) ─롤업→ 자수(子) · 체용론 ─구성→ 자수(子)","같은 문단 42회 · 우연 대비 3.8배 · 서로 다른 출처 7곳","S14 기본 골격어","S01 음양·오행","N-9f9c3d24"
"L2밀착","지지(총칭)","밀착","투간·투출","양방향","","","","0.5","중","307","13","","발현만","지지(총칭) ─발현→ 부모 · 투간·투출 ─발현→ 부모","같은 문단 307회 · 우연 대비 3.2배 · 서로 다른 출처 13곳","S14 기본 골격어","S03 지지·지장간","N-f9693fe9"
"L2밀착","지지(총칭)","밀착","해","양방향","","","","0.5","중","72","9","","분류경로","지지(총칭) ─롤업→ 자수(子) · 해 ─구성→ 자수(子)","같은 문단 72회 · 우연 대비 3.2배 · 서로 다른 출처 9곳","S14 기본 골격어","S04 합충형파해","N-0d328b72"
"L2밀착","지지(총칭)","밀착","포태법","양방향","","","","0.5","중","19","6","","분류경로","지지(총칭) ─롤업→ 자수(子) · 장생 ─산출→ 자수(子) · 포태법 ─구성→ 장생","같은 문단 19회 · 우연 대비 3.1배 · 서로 다른 출처 6곳","S14 기본 골격어","S07 십이운성","N-511c7b44"
"L2밀착","지지(총칭)","밀착","특수격","양방향","","","","0.5","중","29","11","","발현만","지지(총칭) ─발현→ 부모 · 투간·투출 ─발현→ 부모 · 투간·투출 ─귀결→ 격국 일반 · 격국 일반 ─롤업→ 특수격","같은 문단 29회 · 우연 대비 2.9배 · 서로 다른 출처 11곳","S14 기본 골격어","S08 강약·격국·구조","N-8a5ea5d5"
"L2밀착","지지(총칭)","밀착","현침살","양방향","","","","0.5","중","19","7","","분류경로","지지(총칭) ─롤업→ 자수(子) · 현침살 ─산출→ 자수(子)","같은 문단 19회 · 우연 대비 2.6배 · 서로 다른 출처 7곳","S14 기본 골격어","S06 신살","N-3709980a"
"L2밀착","지지(총칭)","밀착","통근","양방향","","","","0.5","중","326","14","","발현만","지지(총칭) ─롤업→ 인목(寅) · 인목(寅) ─발현→ 배우자 · 통근 ─발현→ 배우자","같은 문단 326회 · 우연 대비 2.6배 · 서로 다른 출처 14곳","S14 기본 골격어","S03 지지·지장간","N-d88e450e"
"L2밀착","지지(총칭)","밀착","합화","양방향","","","","0.5","중","181","12","","발현만","지지(총칭) ─롤업→ 자수(子) · 자수(子) ─소속→ 수(水) · 합화 ─귀결→ 수(水)","같은 문단 181회 · 우연 대비 2.6배 · 서로 다른 출처 12곳","S14 기본 골격어","S04 합충형파해","N-ce122be5"
"L2밀착","지지충","밀착","투간·투출","양방향","","","","0.5","중","63","8","","분류경로","지지충 ─적용→ 원국·명식 · 투간·투출 ─적용→ 원국·명식","같은 문단 63회 · 우연 대비 2.9배 · 서로 다른 출처 8곳","S04 합충형파해","S03 지지·지장간","N-0c9e0d49"
"L2밀착","지지충","밀착","파","양방향","","","","0.5","중","50","9","","분류경로","지지충 ─구성→ 자수(子) · 파 ─구성→ 자수(子)","같은 문단 50회 · 우연 대비 3.6배 · 서로 다른 출처 9곳","S04 합충형파해","S04 합충형파해","N-36cd617d"
"L2밀착","지지충","밀착","특수격","양방향","","","","0.5","중","8","2","","발현만","지지충 ─적용→ 원국·명식 · 투간·투출 ─적용→ 원국·명식 · 투간·투출 ─귀결→ 격국 일반 · 격국 일반 ─롤업→ 특수격","같은 문단 8회 · 우연 대비 3.6배 · 서로 다른 출처 2곳","S04 합충형파해","S08 강약·격국·구조","N-0b561d7d"
"L2밀착","지지충","밀착","통관용신","양방향","","","","0.5","중","15","5","","발현만","지지충 ─발현→ 갈등 · 재성 일반 ─발현→ 갈등 · 용신 확정법 ─절차→ 재성 일반 · 용신 확정법 ─구성→ 통관용신","같은 문단 15회 · 우연 대비 3.2배 · 서로 다른 출처 5곳","S04 합충형파해","S09 용신","N-363abea4"
"L2밀착","지지충","밀착","합화","양방향","","","","0.5","중","49","9","","발현만","지지충 ─구성→ 자수(子) · 자수(子) ─소속→ 수(水) · 합화 ─귀결→ 수(水)","같은 문단 49회 · 우연 대비 3.1배 · 서로 다른 출처 9곳","S04 합충형파해","S04 합충형파해","N-8689f446"
"L2밀착","지지충","밀착","희신","양방향","","","","0.5","중","32","7","","발현만","지지충 ─발현→ 갈등 · 재성 일반 ─발현→ 갈등 · 용신 확정법 ─절차→ 재성 일반 · 용신 확정법 ─산출→ 희신","같은 문단 32회 · 우연 대비 2.8배 · 서로 다른 출처 7곳","S04 합충형파해","S09 용신","N-a3e63f70"
"L2밀착","직업·직무","밀착","학업·시험","양방향","","","","0.5","중","358","17","","발현만","정관 ─발현→ 직업·직무 · 정관 ─발현→ 학업·시험","같은 문단 358회 · 우연 대비 3.5배 · 서로 다른 출처 17곳","S15 발현·결과","S15 발현·결과","N-4dfddb40"
"L2밀착","직업·직무","밀착","현침살","양방향","","","","0.5","중","12","6","","발현만","오화(午) ─발현→ 직업·직무 · 현침살 ─산출→ 오화(午)","같은 문단 12회 · 우연 대비 3.3배 · 서로 다른 출처 6곳","S15 발현·결과","S06 신살","N-bd117c35"
"L2밀착","직업·직무","밀착","화개","양방향","","","","0.5","중","48","9","","인과닫힘","오화(午) ─발현→ 직업·직무 · 오화(午) ─생→ 축토(丑) · 화개 ─산출→ 축토(丑)","같은 문단 48회 · 우연 대비 2.6배 · 서로 다른 출처 9곳","S15 발현·결과","S06 신살","N-ab051040"
"L2밀착","진토(辰)","밀착","통근","양방향","","","","0.5","중","122","12","","발현만","진토(辰) ─소속→ 토(土) · 토(土) ─발현→ 배우자 · 통근 ─발현→ 배우자","같은 문단 122회 · 우연 대비 3.7배 · 서로 다른 출처 12곳","S03 지지·지장간","S03 지지·지장간","N-a3cdde85"
"L2밀착","진토(辰)","밀착","투간·투출","양방향","","","","0.5","중","89","10","","발현만","진토(辰) ─소속→ 토(土) · 토(土) ─발현→ 부모 · 투간·투출 ─발현→ 부모","같은 문단 89회 · 우연 대비 3.6배 · 서로 다른 출처 10곳","S03 지지·지장간","S03 지지·지장간","N-558af333"
"L2밀착","진토(辰)","밀착","천간충","양방향","","","","0.5","중","69","7","","분류경로","진토(辰) ─지장간→ 을목(乙) · 천간충 ─구성→ 을목(乙)","같은 문단 69회 · 우연 대비 2.8배 · 서로 다른 출처 7곳","S03 지지·지장간","S04 합충형파해","N-838b02eb"
"L2밀착","진토(辰)","밀착","합화","양방향","","","","0.5","중","47","6","","발현만","진토(辰) ─소속→ 토(土) · 합화 ─귀결→ 토(土)","같은 문단 47회 · 우연 대비 2.5배 · 서로 다른 출처 6곳","S03 지지·지장간","S04 합충형파해","N-51cd6540"
"L2밀착","질문 재구성","밀착","학업·시험","양방향","","","","0.5","중","11","3","","낭설후보","","같은 문단 11회 · 우연 대비 10.3배 · 서로 다른 출처 3곳","S11 상담론·화법·윤리","S15 발현·결과","N-aa113ee7"
"L2밀착","천간(총칭)","밀착","파","양방향","","","","0.5","중","58","8","","분류경로","천간(총칭) ─롤업→ 갑목(甲) · 인목(寅) ─지장간→ 갑목(甲) · 파 ─구성→ 인목(寅)","같은 문단 58회 · 우연 대비 2.6배 · 서로 다른 출처 8곳","S14 기본 골격어","S04 합충형파해","N-7efdc5e9"
"L2밀착","천간(총칭)","밀착","포태법","양방향","","","","0.5","중","8","4","","분류경로","천간(총칭) ─롤업→ 갑목(甲) · 인목(寅) ─지장간→ 갑목(甲) · 장생 ─산출→ 인목(寅) · 포태법 ─구성→ 장생","같은 문단 8회 · 우연 대비 3.7배 · 서로 다른 출처 4곳","S14 기본 골격어","S07 십이운성","N-720260a5"
"L2밀착","천간(총칭)","밀착","천간충","양방향","","","","0.5","중","115","9","","분류경로","천간(총칭) ─롤업→ 갑목(甲) · 천간충 ─구성→ 갑목(甲)","같은 문단 115회 · 우연 대비 3.4배 · 서로 다른 출처 9곳","S14 기본 골격어","S04 합충형파해","N-ec80903f"
"L2밀착","천간(총칭)","밀착","해","양방향","","","","0.5","중","27","7","","분류경로","천간(총칭) ─롤업→ 갑목(甲) · 해 ─산출→ 갑목(甲)","같은 문단 27회 · 우연 대비 3.3배 · 서로 다른 출처 7곳","S14 기본 골격어","S04 합충형파해","N-ad784f35"
"L2밀착","천간(총칭)","밀착","특수격","양방향","","","","0.5","중","11","6","","발현만","투간·투출 ─귀결→ 천간(총칭) · 투간·투출 ─귀결→ 격국 일반 · 격국 일반 ─롤업→ 특수격","같은 문단 11회 · 우연 대비 3.1배 · 서로 다른 출처 6곳","S14 기본 골격어","S08 강약·격국·구조","N-b0de34d7"
"L2밀착","천간(총칭)","밀착","천을귀인","양방향","","","","0.5","중","25","9","","분류경로","천간(총칭) ─롤업→ 갑목(甲) · 인목(寅) ─지장간→ 갑목(甲) · 천을귀인 ─산출→ 인목(寅)","같은 문단 25회 · 우연 대비 3.0배 · 서로 다른 출처 9곳","S14 기본 골격어","S06 신살","N-e39e7453"
"L2밀착","천간(총칭)","밀착","해수(亥)","양방향","","","","0.5","중","429","16","","분류경로","천간(총칭) ─롤업→ 갑목(甲) · 해수(亥) ─지장간→ 갑목(甲)","같은 문단 429회 · 우연 대비 2.7배 · 서로 다른 출처 16곳","S14 기본 골격어","S03 지지·지장간","N-e3c74a38"
"L2밀착","천간충","밀착","축토(丑)","양방향","","","","0.5","중","51","6","","분류경로","천간충 ─구성→ 신금(辛) · 축토(丑) ─지장간→ 신금(辛)","같은 문단 51회 · 우연 대비 2.7배 · 서로 다른 출처 6곳","S04 합충형파해","S03 지지·지장간","N-5ee8ae69"
"L2밀착","천간충","밀착","합화","양방향","","","","0.5","중","18","5","","발현만","천간충 ─구성→ 갑목(甲) · 갑목(甲) ─소속→ 목(木) · 합화 ─귀결→ 목(木)","같은 문단 18회 · 우연 대비 2.9배 · 서로 다른 출처 5곳","S04 합충형파해","S04 합충형파해","N-05a2aeaa"
"L2밀착","천간합","밀착","토(土)","양방향","","","","0.5","중","29","6","","분류경로","천간합 ─구성→ 기토(己) · 기토(己) ─소속→ 토(土)","같은 문단 29회 · 우연 대비 2.7배 · 서로 다른 출처 6곳","S04 합충형파해","S01 음양·오행","N-1022910f"
"L2밀착","천간합","밀착","해","양방향","","","","0.5","중","9","4","","분류경로","천간합 ─구성→ 갑목(甲) · 해 ─산출→ 갑목(甲)","같은 문단 9회 · 우연 대비 3.5배 · 서로 다른 출처 4곳","S04 합충형파해","S04 합충형파해","N-b78d9990"
"L2밀착","천덕·월덕","밀착","축토(丑)","양방향","","","","0.5","중","8","5","","작용까지","천덕·월덕 ─산출→ 신금(申) · 축토(丑) ─생→ 신금(申)","같은 문단 8회 · 우연 대비 2.9배 · 서로 다른 출처 5곳","S06 신살","S03 지지·지장간","N-7c189988"
"L2밀착","천덕·월덕","밀착","화개","양방향","","","","0.5","중","11","4","","분류경로","천덕·월덕 ─산출→ 을목(乙) · 진토(辰) ─지장간→ 을목(乙) · 화개 ─산출→ 진토(辰)","같은 문단 11회 · 우연 대비 24.0배 · 서로 다른 출처 4곳","S06 신살","S06 신살","N-186ad37e"
"L2밀착","천라지망","밀착","축토(丑)","양방향","","","","0.5","중","9","6","","낭설후보","","같은 문단 9회 · 우연 대비 3.7배 · 서로 다른 출처 6곳","S06 신살","S03 지지·지장간","N-553edd71"
"L2밀착","천라지망","밀착","화(火)","양방향","","","","0.5","중","12","7","","낭설후보","","같은 문단 12회 · 우연 대비 2.6배 · 서로 다른 출처 7곳","S06 신살","S01 음양·오행","N-20d6003d"
"L2밀착","천을귀인","밀착","형제·동료","양방향","","","","0.5","중","11","5","","발현만","천을귀인 ─산출→ 유금(酉) · 왕지(도화) ─구성→ 유금(酉) · 왕지(도화) ─발현→ 형제·동료","같은 문단 11회 · 우연 대비 2.6배 · 서로 다른 출처 5곳","S06 신살","S05 십성·육친","N-7a8fe04f"
"L2밀착","천을귀인","밀착","편관(칠살)","양방향","","","","0.5","중","18","10","","발현만","천을귀인 ─발현→ 구설·송사 · 편관(칠살) ─발현→ 구설·송사","같은 문단 18회 · 우연 대비 3.1배 · 서로 다른 출처 10곳","S06 신살","S05 십성·육친","N-3f6f442e"
"L2밀착","천을귀인","밀착","편인","양방향","","","","0.5","중","25","7","","발현만","천을귀인 ─산출→ 유금(酉) · 유금(酉) ─발현→ 건강·질병 · 편인 ─발현→ 건강·질병","같은 문단 25회 · 우연 대비 2.7배 · 서로 다른 출처 7곳","S06 신살","S05 십성·육친","N-91422a0d"
"L2밀착","천을귀인","밀착","편재","양방향","","","","0.5","중","11","5","","인과닫힘","천을귀인 ─발현→ 구설·송사 · 편관(칠살) ─발현→ 구설·송사 · 편재 ─생→ 편관(칠살)","같은 문단 11회 · 우연 대비 3.3배 · 서로 다른 출처 5곳","S06 신살","S05 십성·육친","N-0d56bfa5"
"L2밀착","체용론","밀착","통근","양방향","","","","0.5","중","12","1","","분류경로","체용론 ─적용→ 원국·명식 · 통근 ─적용→ 원국·명식","같은 문단 12회 · 우연 대비 9.2배 · 서로 다른 출처 1곳 (→출처1로 강등)","S01 음양·오행","S03 지지·지장간","N-f4b4aed3"
"L2밀착","초명","밀착","통관용신","양방향","","","","0.5","중","10","2","","낭설후보","","같은 문단 10회 · 우연 대비 8.4배 · 서로 다른 출처 2곳","S12 역사·이론사·인물","S09 용신","N-de6e7540"
"L2밀착","축토(丑)","밀착","통근","양방향","","","","0.5","중","80","10","","발현만","축토(丑) ─소속→ 토(土) · 토(土) ─발현→ 배우자 · 통근 ─발현→ 배우자","같은 문단 80회 · 우연 대비 3.1배 · 서로 다른 출처 10곳","S03 지지·지장간","S03 지지·지장간","N-a50f7cd7"
"L2밀착","축토(丑)","밀착","투간·투출","양방향","","","","0.5","중","69","10","","발현만","축토(丑) ─소속→ 토(土) · 토(土) ─발현→ 부모 · 투간·투출 ─발현→ 부모","같은 문단 69회 · 우연 대비 3.6배 · 서로 다른 출처 10곳","S03 지지·지장간","S03 지지·지장간","N-34530e95"
"L2밀착","축토(丑)","밀착","탕화","양방향","","","","0.5","중","9","6","","낭설후보","","같은 문단 9회 · 우연 대비 10.7배 · 서로 다른 출처 6곳","S03 지지·지장간","S06 신살","N-ff6c4ef0"
"L2밀착","출산","밀착","형제·동료","양방향","","","","0.5","중","8","2","","인과닫힘","식상 일반 ─발현→ 출산 · 비겁 일반 ─생→ 식상 일반 · 비겁 일반 ─육친→ 형제·동료","같은 문단 8회 · 우연 대비 3.6배 · 서로 다른 출처 2곳","S15 발현·결과","S05 십성·육친","N-bc9eab5c"
"L2밀착","출산","밀착","편관(칠살)","양방향","","","","0.5","중","8","4","","인과닫힘","식상 일반 ─발현→ 출산 · 식상 일반 ─극→ 편관(칠살)","같은 문단 8회 · 우연 대비 2.6배 · 서로 다른 출처 4곳","S15 발현·결과","S05 십성·육친","N-2d49486a"
"L2밀착","출산","밀착","편인","양방향","","","","0.5","중","14","4","","발현만","인성 일반 ─발현→ 출산 · 인성 일반 ─롤업→ 편인","같은 문단 14회 · 우연 대비 2.9배 · 서로 다른 출처 4곳","S15 발현·결과","S05 십성·육친","N-8f246fbb"
"L2밀착","출산","밀착","택일","양방향","","","","0.5","중","8","4","","낭설후보","","같은 문단 8회 · 우연 대비 46.7배 · 서로 다른 출처 4곳","S15 발현·결과","S11 상담론·화법·윤리","N-ee5d7ee3"
"L2밀착","토(土)","밀착","통근","양방향","","","","0.5","중","31","8","","발현만","토(土) ─발현→ 배우자 · 통근 ─발현→ 배우자","같은 문단 31회 · 우연 대비 2.8배 · 서로 다른 출처 8곳","S01 음양·오행","S03 지지·지장간","N-5097ccc5"
"L2밀착","토(土)","밀착","투간·투출","양방향","","","","0.5","중","24","6","","발현만","토(土) ─발현→ 부모 · 투간·투출 ─발현→ 부모","같은 문단 24회 · 우연 대비 2.9배 · 서로 다른 출처 6곳","S01 음양·오행","S03 지지·지장간","N-356e9ce3"
